"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"9642","GO:0035793",0.013801841755606,1,3,3,"positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway","BP"
"18282","GO:1900238",0.013801841755606,1,3,3,"regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway","BP"
"21203","GO:2000589",0.013801841755606,1,3,3,"regulation of metanephric mesenchymal cell migration","BP"
"21204","GO:2000591",0.013801841755606,1,3,3,"positive regulation of metanephric mesenchymal cell migration","BP"
"18571","GO:1901617",0.0138227442882469,0.99089904848761,62,191,"organic hydroxy compound biosynthetic process","BP"
"5776","GO:0016645",0.0138322951795358,0.995492157842934,12,25,"oxidoreductase activity, acting on the CH-NH group of donors","MF"
"11591","GO:0045626",0.0138632893137432,1,3,3,"negative regulation of T-helper 1 cell differentiation","BP"
"10613","GO:0042987",0.0139103964958439,0.99404002798516,18,45,"amyloid precursor protein catabolic process","BP"
"4473","GO:0010001",0.0139121576809739,0.990789208776426,63,198,"glial cell differentiation","BP"
"3996","GO:0008553",0.0139427900157071,0.997294722014388,7,12,"proton-exporting ATPase activity, phosphorylative mechanism","MF"
"10559","GO:0042822",0.0139428847804216,1,3,3,"pyridoxal phosphate metabolic process","BP"
"18518","GO:1901503",0.0139507601274076,0.997292835760534,7,12,"ether biosynthetic process","BP"
"4042","GO:0008654",0.0139550841910758,0.990412174368376,75,240,"phospholipid biosynthetic process","BP"
"21148","GO:2000489",0.0139769386110012,0.999158745876596,4,5,"regulation of hepatic stellate cell activation","BP"
"4347","GO:0009449",0.0139832812134576,1,3,3,"gamma-aminobutyric acid biosynthetic process","BP"
"9872","GO:0036293",0.0139926003738403,0.989882962611455,99,323,"response to decreased oxygen levels","BP"
"8600","GO:0033179",0.013996680653566,0.997960219637034,6,9,"proton-transporting V-type ATPase, V0 domain","CC"
"19039","GO:1902895",0.013997649223861,0.994789899622275,14,33,"positive regulation of pri-miRNA transcription by RNA polymerase II","BP"
"12924","GO:0050715",0.0140220988981043,0.996411908515584,9,17,"positive regulation of cytokine secretion","BP"
"16156","GO:0072215",0.0140495754017333,0.996737914690657,8,15,"regulation of metanephros development","BP"
"3664","GO:0007617",0.0140660661574592,0.996290038594278,9,18,"mating behavior","BP"
"19230","GO:1903279",0.0141016088540955,1,3,3,"regulation of calcium:sodium antiporter activity","BP"
"12543","GO:0048384",0.014116863612071,0.995097026346289,13,28,"retinoic acid receptor signaling pathway","BP"
"17105","GO:0097444",0.014124281295963,1,3,3,"spine apparatus","CC"
"11186","GO:0044323",0.0141402656647523,0.999145642878323,4,5,"retinoic acid-responsive element binding","MF"
"6308","GO:0019371",0.0142356795911326,0.997916658706696,6,9,"cyclooxygenase pathway","BP"
"7159","GO:0030507",0.0142607154937528,0.995436794133675,11,25,"spectrin binding","MF"
"10860","GO:0043403",0.0142683267883553,0.994774782817919,14,31,"skeletal muscle tissue regeneration","BP"
"8928","GO:0034205",0.0142735016082188,0.994446155440611,15,36,"amyloid-beta formation","BP"
"19179","GO:1903170",0.0142744420730805,0.994772230600086,14,31,"negative regulation of calcium ion transmembrane transport","BP"
"2793","GO:0006086",0.0142753845144864,0.996674918196644,8,15,"acetyl-CoA biosynthetic process from pyruvate","BP"
"10556","GO:0042816",0.014281463490225,0.999134272199822,4,5,"vitamin B6 metabolic process","BP"
"8764","GO:0033674",0.0142949602466085,0.988994625555738,147,515,"positive regulation of kinase activity","BP"
"3074","GO:0006537",0.0143123668062665,0.999131778254746,4,5,"glutamate biosynthetic process","BP"
"5682","GO:0016471",0.0143612173175707,0.996797490788485,8,14,"vacuolar proton-transporting V-type ATPase complex","CC"
"10347","GO:0042402",0.014419455133322,0.996781866252473,8,14,"cellular biogenic amine catabolic process","BP"
"13473","GO:0051665",0.0144410018805032,0.998446440965612,5,7,"membrane raft localization","BP"
"14066","GO:0060314",0.0144444567161956,0.995508741294882,11,23,"regulation of ryanodine-sensitive calcium-release channel activity","BP"
"14304","GO:0060681",0.0144722822153639,1,3,3,"branch elongation involved in ureteric bud branching","BP"
"13833","GO:0055093",0.0144778038484694,0.995857422407657,10,20,"response to hyperoxia","BP"
"10952","GO:0043551",0.0145011104010742,0.993725826843814,18,46,"regulation of phosphatidylinositol 3-kinase activity","BP"
"13849","GO:0055119",0.0145281945922081,0.996604134121755,8,15,"relaxation of cardiac muscle","BP"
"16879","GO:0097009",0.0145408143535265,0.994811835663648,13,30,"energy homeostasis","BP"
"13228","GO:0051224",0.0145500975961307,0.991434978085118,40,115,"negative regulation of protein transport","BP"
"1618","GO:0003924",0.0145513779556779,0.989659569501742,90,281,"GTPase activity","MF"
"10796","GO:0043295",0.0145637577589875,0.997362060163285,7,11,"glutathione binding","MF"
"4190","GO:0009145",0.0146078557915997,0.992891362037756,24,60,"purine nucleoside triphosphate biosynthetic process","BP"
"10689","GO:0043120",0.014610783305139,0.999107598280777,4,5,"tumor necrosis factor binding","MF"
"18915","GO:1902532",0.0146154950430503,0.98892716252474,131,446,"negative regulation of intracellular signal transduction","BP"
"17068","GO:0097367",0.0146373010379802,0.98733117656274,502,1901,"carbohydrate derivative binding","MF"
"17603","GO:0099171",0.0146915790815394,0.996558246459389,8,15,"presynaptic modulation of chemical synaptic transmission","BP"
"13573","GO:0051897",0.0147056983353394,0.991293148645422,40,120,"positive regulation of protein kinase B signaling","BP"
"4462","GO:0009968",0.0147149228710444,0.987758778422234,298,1074,"negative regulation of signal transduction","BP"
"14967","GO:0070069",0.0147644955249406,0.995312054642633,12,23,"cytochrome complex","CC"
"7416","GO:0031089",0.0147686110326018,0.997818823234282,6,9,"platelet dense granule lumen","CC"
"6654","GO:0021762",0.0147787268862754,0.993882267153192,17,40,"substantia nigra development","BP"
"11442","GO:0045178",0.014832836204573,0.993037826670318,21,57,"basal part of cell","CC"
"561","GO:0001730",0.0148728575873794,1,3,3,"2'-5'-oligoadenylate synthetase activity","MF"
"6293","GO:0019336",0.0148837857925145,0.998385107171961,5,7,"phenol-containing compound catabolic process","BP"
"3199","GO:0006687",0.0148992641996164,0.992818543673142,23,59,"glycosphingolipid metabolic process","BP"
"4565","GO:0010459",0.0149109005331032,0.9977925401074,6,9,"negative regulation of heart rate","BP"
"8409","GO:0032869",0.0149191420690989,0.990175268621997,60,191,"cellular response to insulin stimulus","BP"
"19314","GO:1903426",0.0149205339751267,0.992400523402338,26,70,"regulation of reactive oxygen species biosynthetic process","BP"
"3495","GO:0007193",0.0150267548889019,0.99245638132769,25,67,"adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","BP"
"5222","GO:0015296",0.0150753195463605,0.99685080626757,7,13,"anion:cation symporter activity","MF"
"7415","GO:0031088",0.0150755236880618,0.999069593730281,4,5,"platelet dense granule membrane","CC"
"15589","GO:0071242",0.0150848971907346,1,3,3,"cellular response to ammonium ion","BP"
"16022","GO:0072008",0.0151387145843917,0.999064393856297,4,5,"glomerular mesangial cell differentiation","BP"
"5850","GO:0016788",0.0151406532719122,0.988038690621316,179,622,"hydrolase activity, acting on ester bonds","MF"
"4591","GO:0010517",0.0151419141297357,0.992949614690605,21,54,"regulation of phospholipase activity","BP"
"16004","GO:0071949",0.0151727119010468,0.99461059444551,13,29,"FAD binding","MF"
"17634","GO:0099509",0.0151963215094321,0.99641579271041,8,15,"regulation of presynaptic cytosolic calcium ion concentration","BP"
"13929","GO:0060086",0.0152270036540689,1,3,3,"circadian temperature homeostasis","BP"
"11747","GO:0045914",0.0152484678104891,1,3,3,"negative regulation of catecholamine metabolic process","BP"
"11784","GO:0045963",0.0152484678104891,1,3,3,"negative regulation of dopamine metabolic process","BP"
"18369","GO:1901020",0.0152571539948728,0.994640201087112,13,28,"negative regulation of calcium ion transmembrane transporter activity","BP"
"9614","GO:0035740",0.0152692885774701,0.999053624771489,4,5,"CD8-positive, alpha-beta T cell proliferation","BP"
"21183","GO:2000564",0.0152692885774701,0.999053624771489,4,5,"regulation of CD8-positive, alpha-beta T cell proliferation","BP"
"15249","GO:0070541",0.015292562801526,1,3,3,"response to platinum ion","BP"
"1464","GO:0003321",0.0153135211529319,0.998325050418283,5,7,"positive regulation of blood pressure by epinephrine-norepinephrine","BP"
"12998","GO:0050854",0.0153263365882157,0.993209999371208,19,47,"regulation of antigen receptor-mediated signaling pathway","BP"
"3967","GO:0008506",0.0153569824780483,1,3,3,"sucrose:proton symporter activity","MF"
"3974","GO:0008515",0.0153569824780483,1,3,3,"sucrose transmembrane transporter activity","MF"
"4384","GO:0009669",0.0153569824780483,1,3,3,"sucrose:cation symporter activity","MF"
"5151","GO:0015154",0.0153569824780483,1,3,3,"disaccharide transmembrane transporter activity","MF"
"5152","GO:0015157",0.0153569824780483,1,3,3,"oligosaccharide transmembrane transporter activity","MF"
"5335","GO:0015766",0.0153569824780483,1,3,3,"disaccharide transport","BP"
"5336","GO:0015770",0.0153569824780483,1,3,3,"sucrose transport","BP"
"5337","GO:0015772",0.0153569824780483,1,3,3,"oligosaccharide transport","BP"
"14068","GO:0060316",0.015371763483619,0.998316871162764,5,7,"positive regulation of ryanodine-sensitive calcium-release channel activity","BP"
"3178","GO:0006662",0.0153862104419889,0.995550721273921,10,20,"glycerol ether metabolic process","BP"
"19110","GO:1903018",0.0154286818444859,0.993750594675787,16,38,"regulation of glycoprotein metabolic process","BP"
"11571","GO:0045599",0.0154374174821362,0.993705026995799,16,39,"negative regulation of fat cell differentiation","BP"
"8013","GO:0032270",0.0154376666962373,0.986949192773756,356,1301,"positive regulation of cellular protein metabolic process","BP"
"10390","GO:0042481",0.0154406259424369,0.996935862660444,7,12,"regulation of odontogenesis","BP"
"10872","GO:0043416",0.0154529841983297,0.999038419126776,4,5,"regulation of skeletal muscle tissue regeneration","BP"
"9014","GO:0034382",0.0154700456533511,0.998303047576187,5,7,"chylomicron remnant clearance","BP"
"15932","GO:0071830",0.0154700456533511,0.998303047576187,5,7,"triglyceride-rich lipoprotein particle clearance","BP"
"7483","GO:0031233",0.0155410023833184,0.995610222444055,10,19,"intrinsic component of external side of plasma membrane","CC"
"592","GO:0001776",0.0156073303933789,0.992261438311642,24,64,"leukocyte homeostasis","BP"
"9413","GO:0035384",0.015608197756279,0.993038410472742,19,48,"thioester biosynthetic process","BP"
"15824","GO:0071616",0.015608197756279,0.993038410472742,19,48,"acyl-CoA biosynthetic process","BP"
"12705","GO:0048738",0.0156250296573251,0.989995296915246,52,168,"cardiac muscle tissue development","BP"
"10463","GO:0042627",0.0156779243013693,0.998273721136123,5,7,"chylomicron","CC"
"4203","GO:0009158",0.015685777542683,1,3,3,"ribonucleoside monophosphate catabolic process","BP"
"4213","GO:0009169",0.015685777542683,1,3,3,"purine ribonucleoside monophosphate catabolic process","BP"
"8339","GO:0032755",0.0156936949101805,0.992538951180018,22,56,"positive regulation of interleukin-6 production","BP"
"2448","GO:0005483",0.0156953002048741,1,3,3,"soluble NSF attachment protein activity","MF"
"10386","GO:0042475",0.015709486901799,0.992316968391936,23,62,"odontogenesis of dentin-containing tooth","BP"
"19634","GO:1904035",0.0157733390947695,0.992304737119335,23,61,"regulation of epithelial cell apoptotic process","BP"
"12109","GO:0046697",0.0157833894178439,0.995415535125586,10,20,"decidualization","BP"
"9440","GO:0035456",0.0158341953574566,0.995095146489802,11,22,"response to interferon-beta","BP"
"795","GO:0002066",0.0158731845627666,0.992544391481017,21,55,"columnar/cuboidal epithelial cell development","BP"
"14090","GO:0060342",0.0158914087084364,1,3,3,"photoreceptor inner segment membrane","CC"
"14809","GO:0061757",0.0158972715700465,1,3,3,"leukocyte adhesion to arterial endothelial cell","BP"
"8009","GO:0032264",0.0159465021212671,1,3,3,"IMP salvage","BP"
"4823","GO:0010872",0.0159577759927752,0.998234053995227,5,7,"regulation of cholesterol esterification","BP"
"8272","GO:0032640",0.0159860862644148,0.991470964685001,29,79,"tumor necrosis factor production","BP"
"13625","GO:0051966",0.0160329360076351,0.992099924679892,23,64,"regulation of synaptic transmission, glutamatergic","BP"
"3359","GO:0006949",0.0160422355355407,0.993426033094851,16,39,"syncytium formation","BP"
"2272","GO:0005044",0.0160575889188314,0.993908213000632,14,33,"scavenger receptor activity","MF"
"6927","GO:0030098",0.0160595974334742,0.988870950054425,75,244,"lymphocyte differentiation","BP"
"16294","GO:0072537",0.0161170274873975,0.997278425554848,6,10,"fibroblast activation","BP"
"8112","GO:0032410",0.0161362876600162,0.992109137586284,23,61,"negative regulation of transporter activity","BP"
"5725","GO:0016559",0.0161440895475075,0.997561970100175,6,9,"peroxisome fission","BP"
"18158","GO:1900015",0.0161534659329361,0.994147460569813,13,30,"regulation of cytokine production involved in inflammatory response","BP"
"5221","GO:0015295",0.0162253252803219,0.996122211225907,8,15,"solute:proton symporter activity","MF"
"1141","GO:0002689",0.0162325404129335,0.996742694100998,7,12,"negative regulation of leukocyte chemotaxis","BP"
"20334","GO:1905475",0.0162939276067333,0.989361657219988,57,176,"regulation of protein localization to membrane","BP"
"10359","GO:0042420",0.016304963535447,0.998967060538482,4,5,"dopamine catabolic process","BP"
"12116","GO:0046710",0.0163781315740313,0.997223379158859,6,10,"GDP metabolic process","BP"
"15781","GO:0071548",0.016387459083604,0.993607589370967,15,34,"response to dexamethasone","BP"
"19380","GO:1903555",0.0164022851719145,0.991336849779531,28,76,"regulation of tumor necrosis factor superfamily cytokine production","BP"
"18341","GO:1900673",0.0164231386361873,1,3,3,"olefin metabolic process","BP"
"6460","GO:0019865",0.0164348034831936,0.998165949284416,5,7,"immunoglobulin binding","MF"
"8479","GO:0032966",0.0164497401787528,0.99816380692341,5,7,"negative regulation of collagen biosynthetic process","BP"
"4449","GO:0009925",0.0164649685508064,0.992934965437487,17,44,"basal plasma membrane","CC"
"3317","GO:0006884",0.0164782683908966,0.994679227215484,11,24,"cell volume homeostasis","BP"
"8872","GO:0034114",0.0164891262860386,0.997199908480333,6,10,"regulation of heterotypic cell-cell adhesion","BP"
"9053","GO:0034447",0.0165155418701844,0.998154361942237,5,7,"very-low-density lipoprotein particle clearance","BP"
"2227","GO:0004969",0.0165746405256174,0.998944191336056,4,5,"histamine receptor activity","MF"
